date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;-13,951;-43,081;26,677;54,000
;-13,959;-43,081;26,677;54,000
;-14,248;-43,081;26,690;53,000
;-14,201;-43,081;26,677;53,000
;-14,185;-43,081;26,690;53,000
;-14,138;-43,081;26,690;53,000
;-14,092;-43,081;26,690;53,000
;-14,068;-43,081;26,690;53,000
;-14,076;-43,081;26,690;53,000
;-14,053;-43,081;26,690;53,000
;-14,029;-43,081;26,690;53,000
;-14,014;-43,081;26,690;53,000
;-14,014;-43,081;26,702;53,000
;-13,998;-43,081;26,702;53,000
;-13,990;-43,081;26,702;53,000
;-13,975;-43,081;26,702;53,000
;-14,232;-43,081;26,752;53,000
;-14,209;-43,081;26,702;53,000
;-14,154;-43,081;26,702;53,000
;-14,115;-43,081;26,702;53,000
;-14,092;-43,081;26,702;53,000
;-14,076;-43,081;26,702;53,000
;-14,045;-43,081;26,702;53,000
;-14,029;-43,081;26,702;53,000
;-14,029;-43,081;26,702;53,000
;-13,998;-43,081;26,702;53,000
;-13,975;-43,081;26,702;53,000
;-13,951;-43,081;26,702;53,000
;-13,967;-43,081;26,702;53,000
;-13,998;-43,081;26,702;53,000
;-14,294;-43,081;26,702;53,000
;-14,287;-43,081;26,702;53,000
;-14,240;-43,081;26,702;53,000
;-14,232;-43,081;26,702;53,000
;-14,224;-43,081;26,702;53,000
;-14,224;-43,081;26,702;53,000
;-14,201;-43,081;26,702;53,000
;-14,162;-43,081;26,702;53,000
;-14,146;-43,093;26,702;53,000
;-14,162;-43,093;26,702;53,000
;-14,154;-43,093;26,702;53,000
;-14,123;-43,093;26,702;53,000
;-14,123;-43,093;26,702;53,000
;-14,092;-43,093;26,702;53,000
;-14,380;-43,081;26,727;53,000
;-14,326;-43,081;26,715;53,000
;-14,310;-43,081;26,715;53,000
;-14,240;-43,081;26,715;53,000
;-14,154;-43,081;26,715;53,000
;-14,076;-43,081;26,715;53,000
;-13,998;-43,081;26,715;53,000
;-13,959;-43,081;26,715;53,000
;-13,889;-43,093;26,715;53,000
;-13,780;-43,093;26,727;53,000
;-13,725;-43,093;26,715;53,000
