;-6,884;-42,405;32,721;82,000
;-6,689;-42,330;32,721;82,000
;-6,580;-42,255;32,721;82,000
;-6,518;-42,167;32,721;82,000
;-6,455;-42,092;32,708;82,000
;-6,463;-42,017;32,721;82,000
;-6,502;-41,942;32,721;82,000
;-6,487;-41,867;32,708;82,000
;-6,463;-41,867;32,721;82,000
;-6,479;-41,867;32,721;82,000
;-6,510;-41,879;32,721;82,000
;-6,502;-41,879;32,721;82,000
;-6,479;-41,879;32,721;82,000
;-6,479;-41,879;32,721;82,000
;-6,728;-41,879;32,821;82,000
;-6,705;-41,879;32,721;82,000
;-6,650;-41,879;32,721;82,000
;-6,666;-41,892;32,721;82,000
;-6,658;-41,892;32,721;82,000
;-6,658;-41,892;32,721;82,000
;-6,635;-41,892;32,721;82,000
;-6,666;-41,892;32,721;82,000
;-6,658;-41,904;32,721;82,000
;-6,635;-41,904;32,721;82,000
;-6,627;-41,904;32,721;82,000
;-6,611;-41,904;32,721;82,000
;-6,658;-41,917;32,721;82,000
;-6,728;-41,917;32,721;82,000
;-7,134;-41,904;32,733;82,000
;-7,150;-41,904;32,721;82,000
;-7,212;-41,904;32,721;82,000
;-7,220;-41,917;32,721;82,000
;-7,259;-41,904;32,733;82,000
;-7,290;-41,904;32,721;82,000
;-7,274;-41,904;32,733;82,000
;-7,251;-41,904;32,721;82,000
;-7,259;-41,904;32,733;82,000
;-7,259;-41,904;32,733;82,000
;-7,212;-41,892;32,733;82,000
;-7,220;-41,892;32,733;82,000
;-7,181;-41,892;32,733;82,000
;-7,181;-41,879;32,733;82,000
;-7,423;-41,879;32,733;82,000
;-7,352;-41,867;32,733;82,000
;-7,352;-41,867;32,733;82,000
;-7,298;-41,854;32,733;82,000
;-7,267;-41,854;32,733;82,000
;-7,228;-41,854;32,733;82,000
;-7,173;-41,842;32,733;82,000
;-7,228;-41,842;32,733;82,000
;-7,345;-41,842;32,733;82,000
;-7,430;-41,829;32,733;82,000
;-7,438;-41,829;32,733;82,000
;-7,454;-41,829;32,733;82,000
;-7,469;-41,829;32,733;83,000
;-7,508;-41,817;32,746;83,000
;-7,719;-41,817;32,746;83,000
;-7,657;-41,804;32,733;83,000
;-7,610;-41,804;32,733;83,000
;-7,532;-41,804;32,733;83,000
;-7,469;-41,804;32,733;83,000
;-7,368;-41,792;32,733;83,000
;-7,298;-41,792;32,733;83,000
;-7,173;-41,779;32,733;83,000
;-7,072;-41,792;32,733;83,000
;-7,001;-41,779;32,746;83,000
;-6,877;-41,779;32,733;83,000
;-6,814;-41,767;32,746;83,000
;-6,689;-41,767;32,746;83,000
;-6,580;-41,754;32,746;83,000
;-6,713;-41,742;32,733;83,000
;-6,557;-41,742;32,746;83,000
;-6,432;-41,742;32,746;83,000
;-6,393;-41,729;32,746;83,000
;-6,331;-41,729;32,746;83,000
;-6,206;-41,729;32,746;83,000
;-6,058;-41,729;32,746;83,000
;-5,948;-41,729;32,746;83,000
;-5,847;-41,729;32,746;83,000
;-5,707;-41,729;32,746;83,000
;-5,543;-41,729;32,746;83,000
;-5,441;-41,729;32,746;83,000
;-5,285;-41,729;32,746;83,000
;-5,129;-41,729;32,746;83,000
;-5,262;-41,729;32,746;83,000
;-5,083;-41,729;32,746;83,000
;-4,895;-41,729;32,746;83,000
;-4,739;-41,729;32,746;83,000
;-4,607;-41,742;32,746;83,000
;-4,466;-41,742;32,746;83,000
;-4,388;-41,742;32,746;83,000
;-4,271;-41,742;32,746;83,000
;-4,170;-41,754;32,746;83,000
;-4,115;-41,754;32,746;83,000
;-4,061;-41,767;32,746;83,000
;-4,100;-41,767;32,746;83,000
;-4,139;-41,767;32,758;83,000
;-4,271;-41,767;32,746;83,000
;-4,591;-41,767;32,746;83,000
;-4,638;-41,767;32,746;83,000
;-4,700;-41,767;32,758;83,000
;-4,810;-41,779;32,758;83,000
;-4,895;-41,779;32,758;83,000
;-4,950;-41,779;32,758;83,000
;-5,044;-41,779;32,758;83,000
;-5,090;-41,779;32,758;83,000
;-5,192;-41,792;32,758;83,000
;-5,239;-41,792;32,758;83,000
;-5,324;-41,792;32,758;83,000
;-5,402;-41,792;32,758;83,000
;-5,465;-41,792;32,758;83,000
;-5,535;-41,792;32,758;83,000
;-5,855;-41,779;32,758;83,000
;-5,870;-41,779;32,758;83,000
;-5,933;-41,779;32,758;83,000
;-5,956;-41,779;32,758;83,000
;-5,995;-41,779;32,758;83,000
;-6,026;-41,767;32,758;83,000
;-6,136;-41,767;32,758;83,000
;-6,237;-41,767;32,758;83,000
;-6,393;-41,767;32,758;83,000
;-6,502;-41,767;32,758;83,000
;-6,565;-41,754;32,758;83,000
;-6,635;-41,754;32,758;83,000
;-6,689;-41,754;32,758;82,000
;-6,728;-41,754;32,758;82,000
;-6,986;-41,742;32,771;82,000
;-6,962;-41,742;32,771;82,000
;-6,947;-41,742;32,771;82,000
;-6,923;-41,729;32,771;82,000
;-6,900;-41,729;32,758;82,000
;-6,877;-41,729;32,771;82,000
;-6,869;-41,729;32,758;82,000
;-6,861;-41,729;32,771;82,000
;-6,892;-41,742;32,758;82,000
;-6,869;-41,742;32,771;82,000
;-6,861;-41,742;32,758;82,000
;-6,877;-41,742;32,771;82,000
;-6,853;-41,729;32,771;82,000
;-6,861;-41,729;32,771;82,000
;-7,087;-41,729;32,771;82,000
;-7,072;-41,729;32,771;82,000
;-7,072;-41,729;32,771;82,000
;-7,181;-41,729;32,771;82,000
;-7,251;-41,729;32,771;82,000
;-7,274;-41,729;32,771;82,000
;-7,290;-41,729;32,771;82,000
;-7,298;-41,729;32,771;82,000
;-7,360;-41,742;32,771;82,000
;-7,352;-41,742;32,771;82,000
;-7,313;-41,754;32,783;82,000
;-7,282;-41,754;32,771;82,000
;-7,274;-41,754;32,771;82,000
;-7,298;-41,754;32,771;82,000
;-7,477;-41,754;32,783;82,000
;-7,399;-41,754;32,783;82,000
;-7,360;-41,754;32,771;82,000
;-7,337;-41,767;32,783;82,000
;-7,298;-41,767;32,783;82,000
;-7,290;-41,767;32,783;82,000
;-7,274;-41,767;32,771;82,000
;-7,274;-41,779;32,783;82,000
;-7,173;-41,792;32,783;82,000
;-7,118;-41,792;32,783;82,000
;-6,986;-41,792;32,783;82,000
;-6,962;-41,804;32,783;82,000
;-6,916;-41,804;32,783;82,000
;-6,947;-41,804;32,783;82,000
;-7,181;-41,804;32,783;82,000
;-7,103;-41,804;32,783;82,000
;-6,947;-41,817;32,783;82,000
;-6,861;-41,817;32,783;82,000
;-6,744;-41,817;32,783;82,000
;-6,588;-41,829;32,783;82,000
;-6,432;-41,829;32,783;82,000
;-6,284;-41,829;32,783;82,000
;-6,089;-41,842;32,783;82,000
;-5,933;-41,854;32,783;82,000
;-5,746;-41,854;32,783;82,000
;-5,566;-41,854;32,783;82,000
;-5,418;-41,854;32,783;82,000
;-5,262;-41,867;32,783;82,000
;-5,387;-41,854;32,796;82,000
;-5,207;-41,867;32,783;82,000
;-5,012;-41,867;32,783;82,000
;-4,880;-41,879;32,783;82,000
;-4,700;-41,879;32,783;82,000
;-4,544;-41,879;32,783;82,000
;-4,388;-41,892;32,783;82,000
;-4,334;-41,892;32,783;82,000
;-4,287;-41,904;32,783;82,000
;-4,240;-41,904;32,783;82,000
;-4,217;-41,917;32,783;82,000
;-4,139;-41,917;32,783;82,000
;-4,100;-41,917;32,783;82,000
;-4,045;-41,917;32,783;82,000
;-4,248;-41,904;32,846;81,000
;-4,232;-41,904;32,783;81,000
;-4,248;-41,904;32,796;81,000
;-4,271;-41,904;32,783;81,000
;-4,357;-41,904;32,796;81,000
;-4,427;-41,904;32,796;81,000
;-4,490;-41,904;32,796;81,000
;-4,583;-41,892;32,796;81,000
;-4,654;-41,904;32,783;81,000
;-4,739;-41,904;32,796;81,000
;-4,833;-41,904;32,796;81,000
;-4,903;-41,904;32,796;81,000
;-4,981;-41,904;32,796;81,000
;-5,044;-41,904;32,796;81,000
;-5,363;-41,904;32,896;81,000
;-5,395;-41,904;32,796;81,000
;-5,441;-41,904;32,796;81,000
;-5,527;-41,904;32,796;81,000
;-5,668;-41,904;32,796;81,000
;-5,855;-41,904;32,796;81,000
;-5,980;-41,904;32,796;81,000
;-6,058;-41,904;32,796;81,000
;-6,120;-41,904;32,796;81,000
;-6,237;-41,917;32,796;81,000
;-6,260;-41,917;32,796;81,000
;-6,284;-41,917;32,796;81,000
;-6,276;-41,917;32,796;81,000
;-6,323;-41,917;32,796;81,000
;-6,580;-41,917;32,808;81,000
;-6,565;-41,917;32,796;81,000
;-6,518;-41,917;32,796;81,000
;-6,533;-41,917;32,796;81,000
;-6,557;-41,917;32,796;81,000
;-6,557;-41,929;32,796;81,000
;-6,588;-41,929;32,796;81,000
;-6,619;-41,929;32,796;81,000
;-6,627;-41,942;32,796;81,000
;-6,658;-41,942;32,808;81,000
;-6,650;-41,942;32,796;81,000
;-6,713;-41,942;32,796;81,000
;-6,736;-41,954;32,796;81,000
;-6,806;-41,954;32,796;81,000
;-7,212;-41,954;32,808;81,000
;-7,313;-41,954;32,808;81,000
;-7,399;-41,954;32,796;81,000
;-7,399;-41,967;32,796;81,000
;-7,462;-41,967;32,808;80,000
;-7,493;-41,967;32,808;80,000
;-7,540;-41,979;32,796;80,000
;-7,516;-41,979;32,808;80,000
;-7,540;-41,992;32,808;80,000
;-7,524;-41,992;32,808;80,000
;-7,501;-41,992;32,808;80,000
;-7,516;-42,004;32,808;80,000
;-7,524;-42,004;32,796;80,000
;-7,501;-42,004;32,808;80,000
;-7,742;-42,004;32,808;80,000
;-7,727;-42,004;32,808;80,000
;-7,688;-42,017;32,808;80,000
;-7,680;-42,017;32,808;80,000
;-7,672;-42,017;32,808;80,000
;-7,625;-42,029;32,808;80,000
;-7,563;-42,029;32,808;80,000
;-7,516;-42,042;32,808;80,000
;-7,423;-42,042;32,808;80,000
;-7,399;-42,055;32,808;80,000
;-7,368;-42,055;32,808;80,000
;-7,407;-42,067;32,808;80,000
;-7,391;-42,067;32,808;80,000
;-7,290;-42,067;32,808;80,000
;-7,477;-42,067;32,808;80,000
;-7,352;-42,067;32,808;80,000
;-7,220;-42,080;32,808;80,000
;-7,103;-42,080;32,808;80,000
;-6,947;-42,092;32,808;80,000
;-6,799;-42,092;32,808;80,000
;-6,643;-42,092;32,808;80,000
;-6,463;-42,105;32,808;80,000
;-6,299;-42,117;32,808;80,000
;-6,097;-42,117;32,808;80,000
;-5,987;-42,117;32,808;80,000
;-5,824;-42,130;32,808;80,000
;-5,691;-42,130;32,808;80,000
;-5,558;-42,130;32,808;80,000
;-5,691;-42,130;32,846;80,000
;-5,535;-42,142;32,821;80,000
;-5,324;-42,142;32,821;80,000
;-5,192;-42,142;32,821;80,000
;-5,028;-42,155;32,808;80,000
;-4,942;-42,155;32,821;80,000
;-4,895;-42,155;32,808;80,000
;-4,888;-42,167;32,821;80,000
;-4,825;-42,180;32,821;80,000
;-4,693;-42,180;32,821;80,000
;-4,615;-42,180;32,821;79,000
;-4,599;-42,192;32,821;79,000
;-4,505;-42,192;32,821;79,000
;-4,498;-42,192;32,821;79,000
;-4,755;-42,192;32,896;79,000
;-4,724;-42,192;32,821;79,000
;-4,724;-42,205;32,821;79,000
;-4,724;-42,205;32,821;79,000
;-4,763;-42,205;32,808;79,000
;-4,794;-42,217;32,821;79,000
;-4,872;-42,217;32,821;79,000
;-4,934;-42,217;32,821;79,000
;-5,044;-42,230;32,821;79,000
;-5,122;-42,242;32,808;79,000
;-5,246;-42,242;32,821;79,000
;-5,301;-42,242;32,821;79,000
;-5,371;-42,255;32,821;79,000
;-5,441;-42,255;32,821;79,000
;-5,792;-42,255;32,821;79,000
;-5,886;-42,255;32,821;79,000
