date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;10,205;-48,936;22,698;52,000
;10,198;-48,936;22,698;52,000
;10,198;-48,936;22,698;52,000
;10,237;-48,936;22,698;52,000
;10,229;-48,936;22,698;52,000
;10,260;-48,936;22,698;52,000
;10,190;-48,936;22,698;52,000
;10,213;-48,936;22,698;52,000
;10,244;-48,936;22,698;52,000
;10,283;-48,936;22,698;52,000
;10,268;-48,936;22,698;52,000
;10,283;-48,936;22,698;52,000
;10,276;-48,936;22,698;52,000
;10,276;-48,936;22,698;52,000
;10,260;-48,936;22,698;52,000
;10,260;-48,936;22,698;52,000
;10,229;-48,936;22,698;52,000
;10,205;-48,936;22,698;52,000
;10,174;-48,936;22,711;52,000
;10,174;-48,936;22,698;52,000
;10,135;-48,936;22,698;52,000
;10,159;-48,936;22,698;52,000
;10,174;-48,936;22,698;52,000
;10,120;-48,936;22,698;52,000
;10,112;-48,936;22,698;52,000
;10,073;-48,936;22,698;52,000
;10,034;-48,936;22,711;52,000
;10,026;-48,936;22,698;52,000
;9,987;-48,936;22,698;52,000
;9,956;-48,936;22,698;52,000
;9,886;-48,936;22,698;52,000
;9,831;-48,936;22,698;52,000
;9,792;-48,936;22,698;52,000
;9,776;-48,936;22,698;52,000
;9,652;-48,936;22,698;52,000
;9,581;-48,936;22,698;52,000
;9,527;-48,936;22,698;52,000
;9,496;-48,936;22,698;52,000
;9,488;-48,936;22,698;52,000
;9,457;-48,936;22,698;52,000
;9,441;-48,936;22,698;52,000
;9,410;-48,936;22,698;52,000
;9,394;-48,936;22,698;52,000
;9,425;-48,936;22,698;52,000
;9,363;-48,936;22,698;52,000
;9,324;-48,936;22,698;52,000
;9,285;-48,936;22,698;52,000
;9,277;-48,936;22,698;52,000
;9,020;-48,936;22,723;52,000
;9,020;-48,936;22,698;52,000
;9,004;-48,936;22,698;52,000
;9,012;-48,936;22,698;52,000
;9,012;-48,936;22,698;52,000
;8,996;-48,936;22,698;52,000
;8,981;-48,936;22,698;52,000
;8,957;-48,936;22,698;52,000
;8,950;-48,936;22,698;52,000
;8,942;-48,936;22,698;52,000
;8,957;-48,936;22,698;52,000
;8,981;-48,936;22,698;52,000
;8,981;-48,936;22,698;52,000
;8,942;-48,936;22,698;52,000
;8,817;-48,936;22,698;52,000
;8,809;-48,936;22,698;52,000
;8,794;-48,936;22,698;52,000
;8,825;-48,936;22,698;52,000
;8,840;-48,936;22,698;52,000
;8,825;-48,936;22,698;52,000
;8,801;-48,936;22,698;52,000
;8,794;-48,936;22,698;52,000
;8,778;-48,936;22,698;52,000
;8,716;-48,936;22,698;52,000
;8,739;-48,936;22,698;52,000
;8,755;-48,936;22,698;52,000
;8,786;-48,936;22,698;52,000
;8,809;-48,936;22,698;52,000
;8,809;-48,936;22,698;52,000
;8,856;-48,936;22,698;52,000
;8,981;-48,936;22,698;52,000
;9,106;-48,936;22,698;52,000
;9,215;-48,936;22,698;52,000
;9,340;-48,936;22,698;52,000
;9,433;-48,936;22,698;52,000
;9,519;-48,936;22,698;52,000
;9,574;-48,936;22,698;52,000
;9,683;-48,936;22,698;52,000
;9,745;-48,936;22,698;52,000
;9,784;-48,936;22,698;52,000
;9,831;-48,936;22,698;52,000
;9,878;-48,936;22,698;52,000
;9,917;-48,936;22,698;52,000
;9,932;-48,936;22,698;52,000
;9,995;-48,936;22,698;52,000
;10,003;-48,936;22,698;52,000
;10,065;-48,936;22,698;52,000
;10,159;-48,936;22,698;52,000
;10,205;-48,936;22,698;52,000
;10,229;-48,936;22,698;52,000
;10,221;-48,936;22,698;52,000
;10,127;-48,936;22,698;52,000
;10,065;-48,936;22,698;52,000
;9,956;-48,936;22,698;52,000
;9,878;-48,936;22,698;52,000
;9,893;-48,936;22,698;52,000
;9,644;-48,936;22,698;52,000
;9,698;-48,936;22,698;52,000
;9,769;-48,936;22,698;52,000
;9,808;-48,936;22,698;52,000
;9,870;-48,936;22,698;52,000
;9,940;-48,936;22,698;52,000
;10,026;-48,936;22,698;52,000
;10,096;-48,936;22,698;52,000
;10,174;-48,936;22,698;52,000
;10,307;-48,936;22,698;52,000
;10,369;-48,936;22,698;52,000
;10,455;-48,936;22,698;52,000
;10,549;-48,936;22,698;52,000
;10,642;-48,936;22,698;52,000
;10,494;-48,936;22,773;52,000
;10,603;-48,936;22,698;52,000
;10,783;-48,936;22,698;52,000
;10,915;-48,936;22,698;52,000
;10,939;-48,936;22,698;52,000
;10,978;-48,936;22,698;52,000
;10,978;-48,936;22,698;52,000
;10,954;-48,936;22,698;52,000
;10,931;-48,936;22,698;52,000
;10,907;-48,936;22,698;52,000
;10,884;-48,936;22,698;52,000
;10,845;-48,936;22,698;52,000
;10,806;-48,936;22,698;52,000
;10,790;-48,936;22,698;52,000
;10,541;-48,936;22,773;52,000
;10,525;-48,936;22,698;52,000
;10,533;-48,936;22,698;52,000
;10,455;-48,936;22,698;52,000
;10,385;-48,936;22,698;52,000
;10,291;-48,936;22,698;52,000
;10,198;-48,936;22,698;52,000
;10,096;-48,936;22,698;52,000
;10,026;-48,936;22,698;52,000
;9,987;-48,936;22,698;52,000
;9,917;-48,936;22,698;52,000
;9,839;-48,936;22,698;52,000
;9,800;-48,936;22,698;52,000
;9,745;-48,936;22,698;52,000
;9,667;-48,936;22,698;52,000
;9,566;-48,936;22,698;52,000
;9,527;-48,936;22,698;52,000
;9,464;-48,936;22,698;52,000
;9,425;-48,936;22,698;52,000
;9,402;-48,936;22,698;52,000
;9,285;-48,936;22,698;52,000
;9,246;-48,936;22,698;52,000
;9,199;-48,936;22,698;52,000
;9,176;-48,936;22,698;52,000
;9,191;-48,936;22,698;52,000
;9,121;-48,936;22,698;52,000
;9,082;-48,936;22,698;52,000
;9,035;-48,936;22,698;52,000
;8,747;-48,936;22,711;52,000
;8,716;-48,936;22,698;52,000
;8,716;-48,936;22,698;52,000
;8,723;-48,936;22,698;52,000
;8,716;-48,936;22,698;52,000
;8,708;-48,936;22,698;52,000
;8,661;-48,936;22,698;52,000
;8,653;-48,936;22,698;52,000
;8,614;-48,936;22,698;52,000
;8,630;-48,936;22,698;52,000
;8,638;-48,936;22,698;52,000
;8,645;-48,936;22,698;52,000
;8,669;-48,936;22,698;52,000
;8,630;-48,936;22,698;52,000
;8,435;-48,936;22,698;52,000
;8,419;-48,936;22,698;52,000
;8,419;-48,936;22,698;51,000
;8,396;-48,936;22,698;51,000
;8,411;-48,936;22,698;51,000
;8,427;-48,936;22,698;51,000
;8,404;-48,936;22,686;51,000
;8,404;-48,936;22,686;51,000
;8,411;-48,936;22,698;51,000
;8,404;-48,936;22,698;51,000
;8,396;-48,936;22,698;51,000
;8,443;-48,936;22,698;51,000
;8,544;-48,936;22,686;51,000
;8,622;-48,936;22,698;51,000
;8,747;-48,936;22,698;51,000
;8,981;-48,936;22,686;51,000
;9,347;-48,936;22,686;51,000
;9,667;-48,936;22,698;51,000
;10,057;-48,936;22,686;51,000
;10,416;-48,936;22,698;51,000
;10,634;-48,936;22,686;51,000
;10,798;-48,936;22,698;51,000
;10,970;-48,936;22,698;51,000
;11,040;-48,936;22,698;51,000
;11,040;-48,936;22,686;51,000
;10,985;-48,936;22,698;51,000
;10,931;-48,936;22,686;51,000
;10,946;-48,936;22,686;51,000
;10,946;-48,936;22,686;51,000
;10,985;-48,936;22,698;51,000
;11,071;-48,936;22,686;51,000
;11,180;-48,936;22,686;51,000
;11,235;-48,936;22,686;51,000
;11,344;-48,936;22,686;51,000
;11,446;-48,936;22,686;51,000
;11,414;-48,936;22,686;51,000
;11,375;-48,936;22,698;51,000
;11,344;-48,936;22,686;51,000
;11,282;-48,936;22,686;51,000
;11,274;-48,936;22,686;51,000
;11,266;-48,936;22,686;51,000
;11,212;-48,936;22,686;51,000
;11,141;-48,936;22,686;51,000
;11,173;-48,936;22,686;51,000
;11,196;-48,936;22,686;51,000
;11,204;-48,936;22,686;51,000
;11,227;-48,936;22,686;51,000
;11,165;-48,936;22,686;51,000
;11,165;-48,936;22,686;51,000
;11,188;-48,936;22,686;51,000
;11,204;-48,936;22,686;51,000
;11,212;-48,936;22,686;51,000
;11,227;-48,936;22,686;51,000
;11,180;-48,936;22,686;51,000
;11,149;-48,936;22,686;51,000
;11,087;-48,936;22,686;51,000
;11,032;-48,936;22,686;51,000
;10,978;-48,936;22,686;51,000
;10,939;-48,936;22,686;51,000
;10,892;-48,936;22,686;51,000
;10,853;-48,936;22,686;51,000
;10,790;-48,936;22,686;51,000
;10,689;-48,936;22,686;51,000
;10,611;-48,936;22,686;51,000
;10,517;-48,936;22,686;51,000
